Title,Author,Date,Excerpt
"Nationwide strike begins today as labour, NASS meeting ends in deadlock",Godsgift Onyedinefu,"Jun 02, 2024",The planned nationwide strike by orgnaised labour will kick off Monday as scheduled after the last minute meeting between the...
"End our suffering, Nigerians tell Tinubu as another year begins",Iwok Iniobong,"Jun 02, 2024","As President Bola Ahmed Tinubu begins his second year after the celebration of one year in office, Nigerians have urged..."
Governments urged to increase investment in human capital development,Seyi John Salau,"Jun 02, 2024",Participants at the The Bullion Lecture 2024 have called on governments at all levels in the country to increase investment...
"No hiding, sacred place anymore in Nigeria",Seyi John Salau,"Jun 02, 2024","…As thieves break into churches, cart away valuables …Many cases not reported to Police Nigeria, a country once known for..."
Fresh killing of soldiers less than 3 months after Okuama incident points to low-grade war – Concerned citizens,Obinna Emelike,"Jun 02, 2024","Concerned Nigerians have raised the alarm over the worsening insecurity in the country, fueled by the feeling of discontent in..."
Demolition: Homeless population swells as Lagos goes brutal on illegal structures,Chuka Uroko,"Jun 02, 2024","Shelter is one of the basic needs of man, but homelessness in Nigeria is growing in leaps and bounds following..."
Debunking economic myths: Wage increases do not usually lead to inflation,Oluwatobi Ojabello,"Jun 01, 2024","The Phillips Curve, which posits an inverse relationship between unemployment and inflation, has historically been used to argue that wage..."
Naira ends month weaker despite $4.60bn dollar supply at official market,Hope Moses-Ashike,"Jun 01, 2024","The naira, Nigeria‘s currency, ended the month weaker, despite a surge in dollar supply amounting to $4.60 billion in the..."
Labour declares indefinite strike from June 3 over minimum wage talks,Anthony Ailemen,"May 31, 2024","The Nigeria Labour Congress NLC and the Trade Union Congress TUC, have declared indefinite strike commencing from Monday, June 3,..."
Money supply hits record high of N96.96trn in one year despite liquidity squeeze,Hope Moses-Ashike,"May 29, 2024","Money supply (M2), a monetary tool used by the Central Banks to measure currency supply in an economy, in April..."
"Naira closes steady at official market after CBN sells dollars, gains N5 on black market",Hope Moses-Ashike,"May 28, 2024",The pressure on the foreign exchange (FX) market mellowed on Tuesday as the naira closed steady at the official market...
"Labour rejects FG’s N60,000 minimum wage offer",Anthony Ailemen,"May 28, 2024","The Nigeria Labour Congress NLC and the Trade Union Congress TUC, have again rejected the N60000 fresh offer put forward..."
Atiku lists 6 things Tinubu must do to save Nigeria's economy,Anthony Ailemen,"May 28, 2024",Former Vice President Atiku Abubakar has mentioned a comprehensive review of the 2024 budget among six things that President Bola...
Tinubu to unveil emergency blueprint to revamp economy - Edun,Cynthia Egboboh,"May 28, 2024","The federal government has disclosed plans to unveil an ‘economic emergency plan’, aimed to stabilise the nation’s economy and set..."
"Hunger, poverty, dissatisfaction mark President Tinubu's first year in office — API National Survey",Ochowechi Elijah,"May 28, 2024","…Lists Wike among top performers, Umahi among least performers A groundbreaking survey report released by the Africa Polling Institute (API)..."
"Naira falls, external reserves dip despite FX reforms ",Hope Moses-Ashike,"May 28, 2024","Nigeria’s bold foreign exchange reforms under President Bola Tinubu have not yielded the results many expected, with critics faulting implementation...."
"Supermarkets see bumper sales on faster deliveries, credit offerings",Bunmi Bailey,"May 28, 2024",Supermarket sales in Nigeria rose to the highest in at least six years in 2023 as retailers adopted quicker delivery...
Argentina-style crisis looms with CBN Act review,Lolade Akinmurele,"May 28, 2024","Annual inflation climbed to 289.4 percent in April, the Argentine government statistics agency. Prices however rose at a rate of 8.8......"
Kano Emirates crisis: Court orders Police to evict Bayero from palace,BusinessDay,"May 27, 2024",A High Court sitting in Kano has ordered the Commissioner of Police to evict Aminu Ado Bayero from the emir’s...
"Naira jumps to N1,339.33 on official market despite dollar supply shortage",Hope Moses-Ashike,"May 27, 2024","The naira, on Monday appreciated significantly on the official foreign exchange (FX) market despite a decline in the dollar supplied..."
"Nigeria Air project is fraudulent, remains suspended — Keyamo",Ifeoma Okeke-Korieocha,"May 27, 2024","Festus Keyamo, the minister of aviation and aerospace development, has described the controversial Nigeria Air unveiled by the Buhari-led administration..."
2027: Peter Obi gives condition for LP-PDP merger,Taofeek Oyedokun,"May 27, 2024","Peter Obi, the presidential candidate of the Labour Party in the last general elections, has expressed openness to the idea..."
"Naira opens at N1,520 on black market",Hope Moses-Ashike,"May 27, 2024","The foreign exchange (FX) market opened on Monday, with the naira exchanging with the dollar at N1,520 on the parallel..."
"Poor implementation of fuel subsidy removal, FX pauperise Nigerians - Obasanjo",Razaq Ayinla,"May 27, 2024",Former President Olusegun Obasanjo has said that Nigerians are impoverished and economy is further battered owing to the two poorly...
Streaming swells monthly internet spend to N216bn,Temitayo Jaiyeola,"May 27, 2024","Nigerians are consuming content on the internet at an unprecedented pace, with monthly usage up by more than 501.99 percent..."
CBN’s rate hikes seen hurting economy in Q2,Bunmi Bailey,"May 27, 2024",The jumbo interest rate hikes by the Central Bank of Nigeria (CBN) since February is expected to take a toll...
Don't be afraid we will build Lagos-Calabar coastal highway — Tinubu,Anthony Ailemen,"May 27, 2024","President Bola Tinubu, on Sunday in Lagos, flagged off the construction of the 700km Lagos-Calabar Coastal Highway, as well as..."
Lawmakers take aim at CBN autonomy in controversial Act amendment,Lolade Akinmurele,"May 26, 2024",The Nigerian Senate’s proposed amendments to the Central Bank of Nigeria (CBN) Act of 2007 will introduce stricter controls over...
Protests erupt in Kano over reinstatement of Sanusi as Emir,Taofeek Oyedokun,"May 26, 2024",Protests erupted in Kano State on Sunday following the reinstatement of Muhammadu Sanusi II as the Emir of Kano. The...
"Ibrahim Lamorde, ex-EFCC chairman dies at 61",Ojochenemi Onje,"May 26, 2024","Ibrahim Lamorde, former chairman of Nigeria’s Economic and Financial Crimes Commission (EFCC), has died. He was 61. Lamorde passed away..."
Insecurity cast pall on Tinubu’s efforts as attacks in Plateau escalate,Nathanie Gbaoron,"May 26, 2024","In Nigeria, where cries of anguish blend with the echoes of banditry, a grim reality persists. Insecurity remains an entrenched..."
Tinubu @ one: Tortuous journey to a ‘new’ Nigeria,Obinna Emelike,"May 26, 2024","A week to May 29, 2023, the anticipation in the air was that of “relief at last.” Many were already..."
"Children's Day: With plundered yesterday, floundering today, future of Nigerian child uncertain",Anthony Ailemen,"May 26, 2024",It is always said in Nigeria that tomorrow belongs to the children and youth of today. But the reality is...
"Kano Emirate crisis lingers as Ado Bayero, Sanusi hold events from separate palaces; Ganduje, NSA deny involvement",Taofeek Oyedokun,"May 25, 2024","The struggle for the Kano emirship continues as Aminu Ado Bayero and Lamido Sanusi both claim the title, each operating..."
Kano gov orders arrest of deposed Emir Ado Bayero,Taofeek Oyedokun,"May 25, 2024","Abba Kabir Yusuf, the governor of Kano State, has issued an order for the arrest of Aminu Ado Bayero, the..."
"Minimum wage: Labour debunks N100,000 report, says next move secret",Anthony Ailemen,"May 25, 2024","The Nigeria Labour Congress NLC has denied that it has settled for N100,000 as minimum wage, saying its next move..."
Nigeria eyes $5bn African Energy Bank to grow FDI,Cynthia Egboboh,"May 25, 2024","The Nigerian government is hopeful that the headquarters of the $5 Africa Energy Bank (AEB), when established in Nigeria will..."
Naira closes flat as dollar supply surges two-months high of $556.25m,Hope Moses-Ashike,"May 24, 2024","The naira on Friday closed flat against the US dollar, ending the week marginally strong at the official foreign exchange..."
Nigeria’s GDP rises 2.98% in Q1 on services sector growth,Folake Balogun,"May 24, 2024",The Nigerian economy grew at a faster pace in the first quarter of 2024 compared to the same period last...
Four years after dethronement Sanusi reinstated as emir of Kano,Iwok Iniobong,"May 24, 2024",Sanusi Muhammadu has been reinstated as the Emir of Kano after receiving his letter of appointment from Governor Abba Yusuf...
"Sanusi lands in Kano, to receive appointment letter today",Taofeek Oyedokun,"May 24, 2024","Sanusi Lamido, the reinstated Emir of Kano, has arrived at the Kano State Government House to receive his appointment letter..."
Manufacturers’ confidence in Nigeria's economy rises for first time since 2022,Josephine Okojie,"May 24, 2024",Confidence among chief executive officers of major firms rose for the first time since the third quarter of 2022 on...
Nigerians' healthcare woes worsen as states struggle to tap N128bn fund,Godsgift Onyedinefu,"May 24, 2024",Millions of vulnerable Nigerians are struggling to access basic healthcare due to the consistent failure of many states to tap...
Sanusi's journey to reinstatement as Emir of Kano,Adeola Ajakaiye,"May 23, 2024",…State Assembly set the tone for his return The reinstatement on Thursday of Muhammadu Sanusi as the Emir of Kano...
Sanusi Lamido Sanusi back as Emir of Kano,Adeola Ajakaiye,"May 23, 2024",The fiery former Central Bank Governor and onetime Emir of Kano Sanusi Lamido Sanusi is back on the coveted throne...
BDCs say N2bn recapitalisation plan against global standard,Zainab Aderounmu,"May 23, 2024","Aminu Gwadabe, president, Association of Bureau De Change Operators of Nigeria (ABCON), has called for a review of the Central..."
"FG expects $20bn oil inflows in coming months, after TotalEnergies snub",Cynthia Egboboh,"May 23, 2024","…Awaits $10bn deep offshore deal in few weeks ….Says IOCs coming back The federal government of Nigeria, through the Ministry..."
Why Emirates mulls operations without visa ban lift,Ifeoma Okeke-Korieocha,"May 23, 2024",Travel experts and sources close to Emirates Airlines have told BusinessDay that Emirates would operate flights into Nigeria whether the...
"Kano Assembly dissolves emirates, may restore Sanusi as emir",Adeola Ajakaiye,"May 23, 2024","The Muhammed Sanusi II may be restored as Emir of Kano soon, sources are saying, as the Kano State House..."
